StatementNumber;Action;AccessLevel;Resource;Description;Documentation
1;kms:ReEncryptFrom;Write;True;Controls permission to decrypt data as part of the process that decrypts and reencrypts the data within AWS KMS;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:ReEncryptTo;Write;True;Controls permission to encrypt data as part of the process that decrypts and reencrypts the data within AWS KMS;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:GenerateDataKey;Write;True;Controls permission to use the AWS KMS key to generate data keys. You can use the data keys to encrypt data outside of AWS KMS;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:GenerateDataKeyPair;Write;True;Controls permission to use the AWS KMS key to generate data key pairs;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:GenerateDataKeyPairWithoutPlaintext;Write;True;Controls permission to use the AWS KMS key to generate data key pairs. Unlike the GenerateDataKeyPair operation, this operation returns an encrypted private key without a plaintext copy;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:GenerateDataKeyWithoutPlaintext;Write;True;Controls permission to use the AWS KMS key to generate a data key. Unlike the GenerateDataKey operation, this operation returns an encrypted data key without a plaintext version of the data key;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:CreateGrant;Permissions management;True;Controls permission to add a grant to an AWS KMS key. You can use grants to add permissions without changing the key policy or IAM policy;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:Encrypt;Write;True;Controls permission to use the specified AWS KMS key to encrypt data and data keys;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
1;kms:Decrypt;Write;True;Controls permission to decrypt ciphertext that was encrypted under an AWS KMS key;https://docs.aws.amazon.com/service-authorization/latest/reference/list_awskeymanagementservice.html
