StatementNumber;Action;AccessLevel;Resource;Description;Documentation
2;dynamodb:BatchGetItem;Read;True;Grants permission to return the attributes of one or more items from one or more tables;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:GetItem;Read;True;Grants permission to the GetItem operation that returns a set of attributes for the item with the given primary key;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:Query;Read;True;Grants permission to use the primary key of a table or a secondary index to directly access items from that table or index;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:Scan;Read;True;Grants permission to return one or more items and item attributes by accessing every item in a table or a secondary index;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:BatchWriteItem;Write;True;Grants permission to put or delete multiple items in one or more tables;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:DeleteItem;Write;True;Grants permission to deletes a single item in a table by primary key;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:UpdateItem;Write;True;Grants permission to edit an existing item's attributes, or adds a new item to the table if it does not already exist;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
2;dynamodb:PutItem;Write;True;Grants permission to create a new item, or replace an old item with a new item;https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazondynamodb.html
