,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,DescribeProcurementSystemConfiguration [permission only],"Describes the Procurement System integration configuration (e.g. Coupa) for the individual account, or for the entire AWS Organization if one exists. This action can only be performed by the master account if using an AWS Organization.",Read,,,
1,PutProcurementSystemConfiguration [permission only],"Creates or updates the Procurement System integration configuration (e.g. Coupa) for the individual account, or for the entire AWS Organization if one exists. This action can only be performed by the master account if using an AWS Organization.",Write,,,
