,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,CreateScalingPlan,Creates a scaling plan.,Write,,,
1,DeleteScalingPlan,Deletes the specified scaling plan.,Write,,,
2,DescribeScalingPlanResources,Describes the scalable resources in the specified scaling plan.,Read,,,
3,DescribeScalingPlans,Describes the specified scaling plans or all of your scaling plans.,Read,,,
4,GetScalingPlanResourceForecastData,Retrieves the forecast data for a scalable resource.,Read,,,
5,UpdateScalingPlan,Updates a scaling plan.,Write,,,
