,Actions,Description,Access level,Resource types (*required),Condition keys,Dependent actions
0,AcknowledgeMessage,"Grants permission to acknowledge a message, ensuring it will not be delivered again",Write,,,
1,DeleteMessage,Grants permission to delete a message,Write,,,
2,FailMessage,"Grants permission to fail a message, signifying the message could not be processed successfully, ensuring it cannot be replied to or delivered again",Write,,,
3,GetEndpoint,Grants permission to route traffic to the correct endpoint based on the given destination for the messages,Read,,,
4,GetMessages,Grants permission to deliver messages to clients/instances using long polling,Read,,ssm:SourceInstanceARN,
5,SendReply,Grants permission to send replies from clients/instances to upstream service,Write,,ssm:SourceInstanceARN,
